,location,coords,lat,lon,year,period,period_date,value
157,"Washington-Baltimore, DC-MD-VA-WV","{'lat': 39.1774042, 'lon': -76.6683922}",39.1774042,-76.6683922,2017,M05,2017-05-01,287.251
158,"Washington-Baltimore, DC-MD-VA-WV","{'lat': 39.1774042, 'lon': -76.6683922}",39.1774042,-76.6683922,2017,M04,2017-04-01,286.168
159,"Washington-Baltimore, DC-MD-VA-WV","{'lat': 39.1774042, 'lon': -76.6683922}",39.1774042,-76.6683922,2017,M03,2017-03-01,285.975
160,"Washington-Baltimore, DC-MD-VA-WV","{'lat': 39.1774042, 'lon': -76.6683922}",39.1774042,-76.6683922,2017,M02,2017-02-01,285.754
161,"Washington-Baltimore, DC-MD-VA-WV","{'lat': 39.1774042, 'lon': -76.6683922}",39.1774042,-76.6683922,2017,M01,2017-01-01,284.696
162,"Washington-Baltimore, DC-MD-VA-WV","{'lat': 39.1774042, 'lon': -76.6683922}",39.1774042,-76.6683922,2016,M12,2016-12-01,282.416
163,"Washington-Baltimore, DC-MD-VA-WV","{'lat': 39.1774042, 'lon': -76.6683922}",39.1774042,-76.6683922,2016,M11,2016-11-01,281.400
164,"Washington-Baltimore, DC-MD-VA-WV","{'lat': 39.1774042, 'lon': -76.6683922}",39.1774042,-76.6683922,2016,M10,2016-10-01,281.615
165,"Washington-Baltimore, DC-MD-VA-WV","{'lat': 39.1774042, 'lon': -76.6683922}",39.1774042,-76.6683922,2016,M09,2016-09-01,280.005
166,"Washington-Baltimore, DC-MD-VA-WV","{'lat': 39.1774042, 'lon': -76.6683922}",39.1774042,-76.6683922,2016,M08,2016-08-01,278.827
167,"Washington-Baltimore, DC-MD-VA-WV","{'lat': 39.1774042, 'lon': -76.6683922}",39.1774042,-76.6683922,2016,M07,2016-07-01,277.721
168,"Washington-Baltimore, DC-MD-VA-WV","{'lat': 39.1774042, 'lon': -76.6683922}",39.1774042,-76.6683922,2016,M06,2016-06-01,276.626
169,"Washington-Baltimore, DC-MD-VA-WV","{'lat': 39.1774042, 'lon': -76.6683922}",39.1774042,-76.6683922,2016,M05,2016-05-01,276.055
170,"Washington-Baltimore, DC-MD-VA-WV","{'lat': 39.1774042, 'lon': -76.6683922}",39.1774042,-76.6683922,2016,M04,2016-04-01,274.434
171,"Washington-Baltimore, DC-MD-VA-WV","{'lat': 39.1774042, 'lon': -76.6683922}",39.1774042,-76.6683922,2016,M03,2016-03-01,274.461
172,"Washington-Baltimore, DC-MD-VA-WV","{'lat': 39.1774042, 'lon': -76.6683922}",39.1774042,-76.6683922,2016,M02,2016-02-01,273.047
173,"Washington-Baltimore, DC-MD-VA-WV","{'lat': 39.1774042, 'lon': -76.6683922}",39.1774042,-76.6683922,2016,M01,2016-01-01,272.241
174,"Washington-Baltimore, DC-MD-VA-WV","{'lat': 39.1774042, 'lon': -76.6683922}",39.1774042,-76.6683922,2015,M12,2015-12-01,270.386
175,"Washington-Baltimore, DC-MD-VA-WV","{'lat': 39.1774042, 'lon': -76.6683922}",39.1774042,-76.6683922,2015,M11,2015-11-01,269.198
176,"Washington-Baltimore, DC-MD-VA-WV","{'lat': 39.1774042, 'lon': -76.6683922}",39.1774042,-76.6683922,2015,M10,2015-10-01,269.317
177,"Washington-Baltimore, DC-MD-VA-WV","{'lat': 39.1774042, 'lon': -76.6683922}",39.1774042,-76.6683922,2015,M09,2015-09-01,268.534
178,"Washington-Baltimore, DC-MD-VA-WV","{'lat': 39.1774042, 'lon': -76.6683922}",39.1774042,-76.6683922,2015,M08,2015-08-01,268.128
179,"Washington-Baltimore, DC-MD-VA-WV","{'lat': 39.1774042, 'lon': -76.6683922}",39.1774042,-76.6683922,2015,M07,2015-07-01,267.487
180,"Washington-Baltimore, DC-MD-VA-WV","{'lat': 39.1774042, 'lon': -76.6683922}",39.1774042,-76.6683922,2015,M06,2015-06-01,266.760
181,"Washington-Baltimore, DC-MD-VA-WV","{'lat': 39.1774042, 'lon': -76.6683922}",39.1774042,-76.6683922,2015,M05,2015-05-01,266.349
182,"Washington-Baltimore, DC-MD-VA-WV","{'lat': 39.1774042, 'lon': -76.6683922}",39.1774042,-76.6683922,2015,M04,2015-04-01,265.396
183,"Washington-Baltimore, DC-MD-VA-WV","{'lat': 39.1774042, 'lon': -76.6683922}",39.1774042,-76.6683922,2015,M03,2015-03-01,265.421
184,"Washington-Baltimore, DC-MD-VA-WV","{'lat': 39.1774042, 'lon': -76.6683922}",39.1774042,-76.6683922,2015,M02,2015-02-01,264.550
185,"Washington-Baltimore, DC-MD-VA-WV","{'lat': 39.1774042, 'lon': -76.6683922}",39.1774042,-76.6683922,2015,M01,2015-01-01,263.629
186,"Washington-Baltimore, DC-MD-VA-WV","{'lat': 39.1774042, 'lon': -76.6683922}",39.1774042,-76.6683922,2014,M12,2014-12-01,263.089
187,"Washington-Baltimore, DC-MD-VA-WV","{'lat': 39.1774042, 'lon': -76.6683922}",39.1774042,-76.6683922,2014,M11,2014-11-01,262.727
188,"Washington-Baltimore, DC-MD-VA-WV","{'lat': 39.1774042, 'lon': -76.6683922}",39.1774042,-76.6683922,2014,M10,2014-10-01,262.764
189,"Washington-Baltimore, DC-MD-VA-WV","{'lat': 39.1774042, 'lon': -76.6683922}",39.1774042,-76.6683922,2014,M09,2014-09-01,261.662
190,"Washington-Baltimore, DC-MD-VA-WV","{'lat': 39.1774042, 'lon': -76.6683922}",39.1774042,-76.6683922,2014,M08,2014-08-01,261.111
191,"Washington-Baltimore, DC-MD-VA-WV","{'lat': 39.1774042, 'lon': -76.6683922}",39.1774042,-76.6683922,2014,M07,2014-07-01,261.284
192,"Washington-Baltimore, DC-MD-VA-WV","{'lat': 39.1774042, 'lon': -76.6683922}",39.1774042,-76.6683922,2014,M06,2014-06-01,259.602
193,"Washington-Baltimore, DC-MD-VA-WV","{'lat': 39.1774042, 'lon': -76.6683922}",39.1774042,-76.6683922,2014,M05,2014-05-01,258.843
194,"Washington-Baltimore, DC-MD-VA-WV","{'lat': 39.1774042, 'lon': -76.6683922}",39.1774042,-76.6683922,2014,M04,2014-04-01,256.138
195,"Washington-Baltimore, DC-MD-VA-WV","{'lat': 39.1774042, 'lon': -76.6683922}",39.1774042,-76.6683922,2014,M03,2014-03-01,258.594
196,"Washington-Baltimore, DC-MD-VA-WV","{'lat': 39.1774042, 'lon': -76.6683922}",39.1774042,-76.6683922,2014,M02,2014-02-01,258.140
197,"Washington-Baltimore, DC-MD-VA-WV","{'lat': 39.1774042, 'lon': -76.6683922}",39.1774042,-76.6683922,2014,M01,2014-01-01,257.565
198,"Washington-Baltimore, DC-MD-VA-WV","{'lat': 39.1774042, 'lon': -76.6683922}",39.1774042,-76.6683922,2013,M12,2013-12-01,256.659
199,"Washington-Baltimore, DC-MD-VA-WV","{'lat': 39.1774042, 'lon': -76.6683922}",39.1774042,-76.6683922,2013,M11,2013-11-01,255.922
200,"Washington-Baltimore, DC-MD-VA-WV","{'lat': 39.1774042, 'lon': -76.6683922}",39.1774042,-76.6683922,2013,M10,2013-10-01,256.581
201,"Washington-Baltimore, DC-MD-VA-WV","{'lat': 39.1774042, 'lon': -76.6683922}",39.1774042,-76.6683922,2013,M09,2013-09-01,255.249
202,"Washington-Baltimore, DC-MD-VA-WV","{'lat': 39.1774042, 'lon': -76.6683922}",39.1774042,-76.6683922,2013,M08,2013-08-01,255.019
203,"Washington-Baltimore, DC-MD-VA-WV","{'lat': 39.1774042, 'lon': -76.6683922}",39.1774042,-76.6683922,2013,M07,2013-07-01,254.436
204,"Washington-Baltimore, DC-MD-VA-WV","{'lat': 39.1774042, 'lon': -76.6683922}",39.1774042,-76.6683922,2013,M06,2013-06-01,254.439
205,"Washington-Baltimore, DC-MD-VA-WV","{'lat': 39.1774042, 'lon': -76.6683922}",39.1774042,-76.6683922,2013,M05,2013-05-01,254.275
206,"Washington-Baltimore, DC-MD-VA-WV","{'lat': 39.1774042, 'lon': -76.6683922}",39.1774042,-76.6683922,2013,M04,2013-04-01,253.146
207,"Washington-Baltimore, DC-MD-VA-WV","{'lat': 39.1774042, 'lon': -76.6683922}",39.1774042,-76.6683922,2013,M03,2013-03-01,253.654
208,"Washington-Baltimore, DC-MD-VA-WV","{'lat': 39.1774042, 'lon': -76.6683922}",39.1774042,-76.6683922,2013,M02,2013-02-01,253.419
209,"Washington-Baltimore, DC-MD-VA-WV","{'lat': 39.1774042, 'lon': -76.6683922}",39.1774042,-76.6683922,2013,M01,2013-01-01,253.033
210,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2017,M12,2017-12-01,228.522
211,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2017,M11,2017-11-01,227.173
212,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2017,M10,2017-10-01,227.067
213,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2017,M09,2017-09-01,227.566
214,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2017,M08,2017-08-01,227.159
215,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2017,M07,2017-07-01,226.449
216,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2017,M06,2017-06-01,226.203
217,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2017,M05,2017-05-01,224.499
218,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2017,M04,2017-04-01,224.653
219,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2017,M03,2017-03-01,224.041
220,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2017,M02,2017-02-01,223.857
221,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2017,M01,2017-01-01,223.484
222,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2016,M12,2016-12-01,222.792
223,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2016,M11,2016-11-01,222.466
224,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2016,M10,2016-10-01,221.884
225,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2016,M09,2016-09-01,223.026
226,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2016,M08,2016-08-01,221.871
227,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2016,M07,2016-07-01,221.498
228,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2016,M06,2016-06-01,220.781
229,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2016,M05,2016-05-01,218.752
230,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2016,M04,2016-04-01,218.368
231,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2016,M03,2016-03-01,218.179
232,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2016,M02,2016-02-01,218.116
233,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2016,M01,2016-01-01,217.764
234,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2015,M12,2015-12-01,216.803
235,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2015,M11,2015-11-01,216.916
236,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2015,M10,2015-10-01,216.536
237,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2015,M09,2015-09-01,216.717
238,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2015,M08,2015-08-01,216.248
239,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2015,M07,2015-07-01,215.309
240,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2015,M06,2015-06-01,215.473
241,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2015,M05,2015-05-01,213.570
242,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2015,M04,2015-04-01,213.561
243,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2015,M03,2015-03-01,213.326
244,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2015,M02,2015-02-01,212.709
245,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2015,M01,2015-01-01,212.243
246,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2014,M12,2014-12-01,211.402
247,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2014,M11,2014-11-01,210.432
248,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2014,M10,2014-10-01,210.543
249,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2014,M09,2014-09-01,211.355
250,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2014,M08,2014-08-01,210.686
251,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2014,M07,2014-07-01,210.457
252,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2014,M06,2014-06-01,209.641
253,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2014,M05,2014-05-01,207.796
254,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2014,M04,2014-04-01,207.961
255,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2014,M03,2014-03-01,208.194
256,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2014,M02,2014-02-01,206.514
257,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2014,M01,2014-01-01,205.496
258,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2013,M12,2013-12-01,204.271
259,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2013,M11,2013-11-01,203.985
260,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2013,M10,2013-10-01,203.764
261,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2013,M09,2013-09-01,204.577
262,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2013,M08,2013-08-01,204.830
263,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2013,M07,2013-07-01,205.012
264,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2013,M06,2013-06-01,205.054
265,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2013,M05,2013-05-01,203.322
266,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2013,M04,2013-04-01,203.061
267,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2013,M03,2013-03-01,202.446
268,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2013,M02,2013-02-01,201.810
269,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2013,M01,2013-01-01,201.626
270,"Cincinnati-Hamilton, OH-KY-IN","{'lat': 37.8393332, 'lon': -84.2700179}",37.8393332,-84.2700179,2017,M11,2017-11-01,173.796
271,"Cincinnati-Hamilton, OH-KY-IN","{'lat': 37.8393332, 'lon': -84.2700179}",37.8393332,-84.2700179,2017,M09,2017-09-01,174.155
272,"Cincinnati-Hamilton, OH-KY-IN","{'lat': 37.8393332, 'lon': -84.2700179}",37.8393332,-84.2700179,2017,M07,2017-07-01,173.451
273,"Cincinnati-Hamilton, OH-KY-IN","{'lat': 37.8393332, 'lon': -84.2700179}",37.8393332,-84.2700179,2017,M05,2017-05-01,172.744
274,"Cincinnati-Hamilton, OH-KY-IN","{'lat': 37.8393332, 'lon': -84.2700179}",37.8393332,-84.2700179,2017,M03,2017-03-01,172.136
275,"Cincinnati-Hamilton, OH-KY-IN","{'lat': 37.8393332, 'lon': -84.2700179}",37.8393332,-84.2700179,2017,M01,2017-01-01,170.882
276,"Cincinnati-Hamilton, OH-KY-IN","{'lat': 37.8393332, 'lon': -84.2700179}",37.8393332,-84.2700179,2016,M11,2016-11-01,170.965
277,"Cincinnati-Hamilton, OH-KY-IN","{'lat': 37.8393332, 'lon': -84.2700179}",37.8393332,-84.2700179,2016,M09,2016-09-01,171.416
278,"Cincinnati-Hamilton, OH-KY-IN","{'lat': 37.8393332, 'lon': -84.2700179}",37.8393332,-84.2700179,2016,M07,2016-07-01,171.568
279,"Cincinnati-Hamilton, OH-KY-IN","{'lat': 37.8393332, 'lon': -84.2700179}",37.8393332,-84.2700179,2016,M05,2016-05-01,170.732
280,"Cincinnati-Hamilton, OH-KY-IN","{'lat': 37.8393332, 'lon': -84.2700179}",37.8393332,-84.2700179,2016,M03,2016-03-01,169.966
281,"Cincinnati-Hamilton, OH-KY-IN","{'lat': 37.8393332, 'lon': -84.2700179}",37.8393332,-84.2700179,2016,M01,2016-01-01,168.587
282,"Cincinnati-Hamilton, OH-KY-IN","{'lat': 37.8393332, 'lon': -84.2700179}",37.8393332,-84.2700179,2015,M11,2015-11-01,168.682
283,"Cincinnati-Hamilton, OH-KY-IN","{'lat': 37.8393332, 'lon': -84.2700179}",37.8393332,-84.2700179,2015,M09,2015-09-01,168.462
284,"Cincinnati-Hamilton, OH-KY-IN","{'lat': 37.8393332, 'lon': -84.2700179}",37.8393332,-84.2700179,2015,M07,2015-07-01,168.092
285,"Cincinnati-Hamilton, OH-KY-IN","{'lat': 37.8393332, 'lon': -84.2700179}",37.8393332,-84.2700179,2015,M05,2015-05-01,166.864
286,"Cincinnati-Hamilton, OH-KY-IN","{'lat': 37.8393332, 'lon': -84.2700179}",37.8393332,-84.2700179,2015,M03,2015-03-01,166.786
287,"Cincinnati-Hamilton, OH-KY-IN","{'lat': 37.8393332, 'lon': -84.2700179}",37.8393332,-84.2700179,2015,M01,2015-01-01,166.015
288,"Cincinnati-Hamilton, OH-KY-IN","{'lat': 37.8393332, 'lon': -84.2700179}",37.8393332,-84.2700179,2014,M11,2014-11-01,165.678
289,"Cincinnati-Hamilton, OH-KY-IN","{'lat': 37.8393332, 'lon': -84.2700179}",37.8393332,-84.2700179,2014,M09,2014-09-01,165.115
290,"Cincinnati-Hamilton, OH-KY-IN","{'lat': 37.8393332, 'lon': -84.2700179}",37.8393332,-84.2700179,2014,M07,2014-07-01,164.235
291,"Cincinnati-Hamilton, OH-KY-IN","{'lat': 37.8393332, 'lon': -84.2700179}",37.8393332,-84.2700179,2014,M05,2014-05-01,163.189
292,"Cincinnati-Hamilton, OH-KY-IN","{'lat': 37.8393332, 'lon': -84.2700179}",37.8393332,-84.2700179,2014,M03,2014-03-01,163.907
293,"Cincinnati-Hamilton, OH-KY-IN","{'lat': 37.8393332, 'lon': -84.2700179}",37.8393332,-84.2700179,2014,M01,2014-01-01,162.800
294,"Cincinnati-Hamilton, OH-KY-IN","{'lat': 37.8393332, 'lon': -84.2700179}",37.8393332,-84.2700179,2013,M11,2013-11-01,162.072
295,"Cincinnati-Hamilton, OH-KY-IN","{'lat': 37.8393332, 'lon': -84.2700179}",37.8393332,-84.2700179,2013,M09,2013-09-01,161.977
296,"Cincinnati-Hamilton, OH-KY-IN","{'lat': 37.8393332, 'lon': -84.2700179}",37.8393332,-84.2700179,2013,M07,2013-07-01,161.697
297,"Cincinnati-Hamilton, OH-KY-IN","{'lat': 37.8393332, 'lon': -84.2700179}",37.8393332,-84.2700179,2013,M05,2013-05-01,160.555
298,"Cincinnati-Hamilton, OH-KY-IN","{'lat': 37.8393332, 'lon': -84.2700179}",37.8393332,-84.2700179,2013,M03,2013-03-01,160.664
299,"Cincinnati-Hamilton, OH-KY-IN","{'lat': 37.8393332, 'lon': -84.2700179}",37.8393332,-84.2700179,2013,M01,2013-01-01,160.134
300,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2017,M12,2017-12-01,292.603
301,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2017,M11,2017-11-01,291.580
302,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2017,M10,2017-10-01,292.390
303,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2017,M09,2017-09-01,289.765
304,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2017,M08,2017-08-01,289.452
305,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2017,M07,2017-07-01,288.012
306,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2017,M06,2017-06-01,286.879
307,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2017,M05,2017-05-01,287.251
308,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2017,M04,2017-04-01,286.168
309,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2017,M03,2017-03-01,285.975
310,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2017,M02,2017-02-01,285.754
311,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2017,M01,2017-01-01,284.696
312,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2016,M12,2016-12-01,282.416
313,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2016,M11,2016-11-01,281.400
314,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2016,M10,2016-10-01,281.615
315,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2016,M09,2016-09-01,280.005
316,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2016,M08,2016-08-01,278.827
317,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2016,M07,2016-07-01,277.721
318,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2016,M06,2016-06-01,276.626
