,location,coords,lat,lon,year,period,period_date,value
319,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2016,M05,2016-05-01,276.055
320,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2016,M04,2016-04-01,274.434
321,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2016,M03,2016-03-01,274.461
322,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2016,M02,2016-02-01,273.047
323,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2016,M01,2016-01-01,272.241
324,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2015,M12,2015-12-01,270.386
325,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2015,M11,2015-11-01,269.198
326,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2015,M10,2015-10-01,269.317
327,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2015,M09,2015-09-01,268.534
328,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2015,M08,2015-08-01,268.128
329,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2015,M07,2015-07-01,267.487
330,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2015,M06,2015-06-01,266.760
331,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2015,M05,2015-05-01,266.349
332,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2015,M04,2015-04-01,265.396
333,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2015,M03,2015-03-01,265.421
334,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2015,M02,2015-02-01,264.550
335,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2015,M01,2015-01-01,263.629
336,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2014,M12,2014-12-01,263.089
337,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2014,M11,2014-11-01,262.727
338,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2014,M10,2014-10-01,262.764
339,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2014,M09,2014-09-01,261.662
340,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2014,M08,2014-08-01,261.111
341,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2014,M07,2014-07-01,261.284
342,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2014,M06,2014-06-01,259.602
343,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2014,M05,2014-05-01,258.843
344,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2014,M04,2014-04-01,256.138
345,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2014,M03,2014-03-01,258.594
346,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2014,M02,2014-02-01,258.140
347,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2014,M01,2014-01-01,257.565
348,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2013,M12,2013-12-01,256.659
349,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2013,M11,2013-11-01,255.922
350,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2013,M10,2013-10-01,256.581
351,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2013,M09,2013-09-01,255.249
352,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2013,M08,2013-08-01,255.019
353,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2013,M07,2013-07-01,254.436
354,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2013,M06,2013-06-01,254.439
355,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2013,M05,2013-05-01,254.275
356,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2013,M04,2013-04-01,253.146
357,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2013,M03,2013-03-01,253.654
358,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2013,M02,2013-02-01,253.419
359,"Kansas City, MO-KS","{'lat': 39.0997265, 'lon': -94.5785667}",39.0997265,-94.5785667,2013,M01,2013-01-01,253.033
360,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2017,M12,2017-12-01,228.522
361,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2017,M11,2017-11-01,227.173
362,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2017,M10,2017-10-01,227.067
363,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2017,M09,2017-09-01,227.566
364,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2017,M08,2017-08-01,227.159
365,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2017,M07,2017-07-01,226.449
366,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2017,M06,2017-06-01,226.203
367,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2017,M05,2017-05-01,224.499
368,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2017,M04,2017-04-01,224.653
369,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2017,M03,2017-03-01,224.041
370,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2017,M02,2017-02-01,223.857
371,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2017,M01,2017-01-01,223.484
372,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2016,M12,2016-12-01,222.792
373,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2016,M11,2016-11-01,222.466
374,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2016,M10,2016-10-01,221.884
375,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2016,M09,2016-09-01,223.026
376,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2016,M08,2016-08-01,221.871
377,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2016,M07,2016-07-01,221.498
378,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2016,M06,2016-06-01,220.781
379,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2016,M05,2016-05-01,218.752
380,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2016,M04,2016-04-01,218.368
381,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2016,M03,2016-03-01,218.179
382,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2016,M02,2016-02-01,218.116
383,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2016,M01,2016-01-01,217.764
384,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2015,M12,2015-12-01,216.803
385,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2015,M11,2015-11-01,216.916
386,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2015,M10,2015-10-01,216.536
387,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2015,M09,2015-09-01,216.717
388,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2015,M08,2015-08-01,216.248
389,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2015,M07,2015-07-01,215.309
390,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2015,M06,2015-06-01,215.473
391,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2015,M05,2015-05-01,213.570
392,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2015,M04,2015-04-01,213.561
393,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2015,M03,2015-03-01,213.326
394,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2015,M02,2015-02-01,212.709
395,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2015,M01,2015-01-01,212.243
396,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2014,M12,2014-12-01,211.402
397,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2014,M11,2014-11-01,210.432
398,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2014,M10,2014-10-01,210.543
399,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2014,M09,2014-09-01,211.355
400,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2014,M08,2014-08-01,210.686
401,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2014,M07,2014-07-01,210.457
402,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2014,M06,2014-06-01,209.641
403,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2014,M05,2014-05-01,207.796
404,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2014,M04,2014-04-01,207.961
405,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2014,M03,2014-03-01,208.194
406,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2014,M02,2014-02-01,206.514
407,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2014,M01,2014-01-01,205.496
408,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2013,M12,2013-12-01,204.271
409,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2013,M11,2013-11-01,203.985
410,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2013,M10,2013-10-01,203.764
411,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2013,M09,2013-09-01,204.577
412,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2013,M08,2013-08-01,204.830
413,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2013,M07,2013-07-01,205.012
414,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2013,M06,2013-06-01,205.054
415,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2013,M05,2013-05-01,203.322
416,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2013,M04,2013-04-01,203.061
417,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2013,M03,2013-03-01,202.446
418,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2013,M02,2013-02-01,201.810
419,"Los Angeles-Riverside-Orange County, CA","{'lat': 34.0522342, 'lon': -118.2436849}",34.0522342,-118.2436849,2013,M01,2013-01-01,201.626
420,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2017,M12,2017-12-01,221.083
421,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2017,M11,2017-11-01,217.892
422,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2017,M10,2017-10-01,217.031
423,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2017,M09,2017-09-01,217.899
424,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2017,M08,2017-08-01,217.499
425,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2017,M07,2017-07-01,216.709
426,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2017,M06,2017-06-01,217.550
427,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2017,M05,2017-05-01,215.863
428,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2017,M04,2017-04-01,215.300
429,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2017,M03,2017-03-01,215.056
430,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2017,M02,2017-02-01,215.309
431,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2017,M01,2017-01-01,215.431
432,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2016,M12,2016-12-01,214.214
433,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2016,M11,2016-11-01,213.471
434,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2016,M10,2016-10-01,213.413
435,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2016,M09,2016-09-01,215.851
436,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2016,M08,2016-08-01,214.520
437,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2016,M07,2016-07-01,214.638
438,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2016,M06,2016-06-01,213.928
439,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2016,M05,2016-05-01,211.956
440,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2016,M04,2016-04-01,211.578
441,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2016,M03,2016-03-01,212.418
442,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2016,M02,2016-02-01,211.410
443,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2016,M01,2016-01-01,210.141
444,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2015,M12,2015-12-01,209.378
445,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2015,M11,2015-11-01,209.777
446,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2015,M10,2015-10-01,209.557
447,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2015,M09,2015-09-01,210.672
448,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2015,M08,2015-08-01,210.714
449,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2015,M07,2015-07-01,209.949
450,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2015,M06,2015-06-01,209.384
451,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2015,M05,2015-05-01,208.338
452,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2015,M04,2015-04-01,208.080
453,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2015,M03,2015-03-01,208.354
454,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2015,M02,2015-02-01,207.163
455,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2015,M01,2015-01-01,207.216
456,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2014,M12,2014-12-01,206.143
457,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2014,M11,2014-11-01,205.263
458,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2014,M10,2014-10-01,205.448
459,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2014,M09,2014-09-01,205.918
460,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2014,M08,2014-08-01,205.192
461,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2014,M07,2014-07-01,205.769
462,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2014,M06,2014-06-01,205.367
463,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2014,M05,2014-05-01,204.054
464,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2014,M04,2014-04-01,204.324
465,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2014,M03,2014-03-01,205.251
466,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2014,M02,2014-02-01,205.305
467,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2014,M01,2014-01-01,203.839
468,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2013,M12,2013-12-01,202.489
469,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2013,M11,2013-11-01,202.435
470,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2013,M10,2013-10-01,201.868
471,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2013,M09,2013-09-01,203.109
472,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2013,M08,2013-08-01,202.652
473,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2013,M07,2013-07-01,202.930
474,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2013,M06,2013-06-01,202.348
475,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2013,M05,2013-05-01,200.853
476,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2013,M04,2013-04-01,200.724
477,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2013,M03,2013-03-01,200.389
478,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2013,M02,2013-02-01,200.231
479,"Portland-Salem, OR-WA","{'lat': 44.9428975, 'lon': -123.0350963}",44.9428975,-123.0350963,2013,M01,2013-01-01,200.165
